1.200000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+00
1.280000000000000000e+02,1.000000000000000000e+00,4.000000000000000000e+00
1.320000000000000000e+02,3.000000000000000000e+00,3.000000000000000000e+00
1.710000000000000000e+02,1.200000000000000000e+01,6.000000000000000000e+00
1.990000000000000000e+02,5.000000000000000000e+00,3.000000000000000000e+00
2.230000000000000000e+02,1.200000000000000000e+01,1.200000000000000000e+01
2.580000000000000000e+02,1.100000000000000000e+01,8.000000000000000000e+00
3.040000000000000000e+02,6.000000000000000000e+00,1.300000000000000000e+01
3.490000000000000000e+02,1.000000000000000000e+01,1.800000000000000000e+01
4.080000000000000000e+02,3.000000000000000000e+00,1.800000000000000000e+01
5.090000000000000000e+02,5.000000000000000000e+00,4.400000000000000000e+01
5.520000000000000000e+02,8.000000000000000000e+00,2.700000000000000000e+01
7.060000000000000000e+02,7.000000000000000000e+00,4.500000000000000000e+01
7.050000000000000000e+02,1.100000000000000000e+01,5.300000000000000000e+01
8.570000000000000000e+02,1.600000000000000000e+01,6.300000000000000000e+01
9.760000000000000000e+02,7.000000000000000000e+00,6.900000000000000000e+01
1.120000000000000000e+03,1.700000000000000000e+01,5.500000000000000000e+01
1.122000000000000000e+03,1.400000000000000000e+01,1.010000000000000000e+02
1.341000000000000000e+03,9.000000000000000000e+00,1.120000000000000000e+02
1.481000000000000000e+03,1.000000000000000000e+01,1.460000000000000000e+02
1.570000000000000000e+03,1.600000000000000000e+01,1.790000000000000000e+02
1.739000000000000000e+03,1.600000000000000000e+01,1.940000000000000000e+02
1.859000000000000000e+03,2.000000000000000000e+01,2.230000000000000000e+02
2.120000000000000000e+03,2.500000000000000000e+01,2.540000000000000000e+02
2.175000000000000000e+03,2.900000000000000000e+01,3.140000000000000000e+02
2.283000000000000000e+03,3.800000000000000000e+01,3.590000000000000000e+02
2.324000000000000000e+03,4.200000000000000000e+01,4.020000000000000000e+02
2.494000000000000000e+03,6.100000000000000000e+01,4.600000000000000000e+02
2.558000000000000000e+03,5.800000000000000000e+01,4.980000000000000000e+02
2.699000000000000000e+03,5.000000000000000000e+01,5.430000000000000000e+02
2.651000000000000000e+03,5.700000000000000000e+01,6.140000000000000000e+02
2.868000000000000000e+03,6.000000000000000000e+01,6.240000000000000000e+02
2.891000000000000000e+03,8.600000000000000000e+01,7.530000000000000000e+02
2.919000000000000000e+03,8.400000000000000000e+01,8.250000000000000000e+02
3.005000000000000000e+03,9.100000000000000000e+01,9.150000000000000000e+02
3.075000000000000000e+03,9.600000000000000000e+01,9.940000000000000000e+02
3.097000000000000000e+03,1.290000000000000000e+02,1.093000000000000000e+03
3.088000000000000000e+03,1.280000000000000000e+02,1.147000000000000000e+03
3.052000000000000000e+03,1.500000000000000000e+02,1.153000000000000000e+03
3.246000000000000000e+03,2.030000000000000000e+02,1.261000000000000000e+03
3.225000000000000000e+03,2.100000000000000000e+02,1.386000000000000000e+03
3.274000000000000000e+03,2.320000000000000000e+02,1.444000000000000000e+03
3.317000000000000000e+03,2.460000000000000000e+02,1.610000000000000000e+03
3.182000000000000000e+03,2.950000000000000000e+02,1.559000000000000000e+03
3.026000000000000000e+03,3.450000000000000000e+02,1.597000000000000000e+03
3.008000000000000000e+03,3.790000000000000000e+02,1.792000000000000000e+03
2.875000000000000000e+03,4.010000000000000000e+02,1.908000000000000000e+03
2.895000000000000000e+03,4.340000000000000000e+02,1.948000000000000000e+03
2.885000000000000000e+03,5.000000000000000000e+02,2.120000000000000000e+03
2.772000000000000000e+03,5.030000000000000000e+02,2.149000000000000000e+03
2.579000000000000000e+03,5.690000000000000000e+02,2.216000000000000000e+03
2.551000000000000000e+03,6.280000000000000000e+02,2.242000000000000000e+03
2.442000000000000000e+03,6.920000000000000000e+02,2.324000000000000000e+03
2.248000000000000000e+03,7.520000000000000000e+02,2.414000000000000000e+03
2.119000000000000000e+03,8.600000000000000000e+02,2.365000000000000000e+03
1.994000000000000000e+03,9.090000000000000000e+02,2.368000000000000000e+03
1.895000000000000000e+03,9.700000000000000000e+02,2.432000000000000000e+03
1.782000000000000000e+03,9.980000000000000000e+02,2.445000000000000000e+03
1.627000000000000000e+03,1.154000000000000000e+03,2.480000000000000000e+03
1.582000000000000000e+03,1.219000000000000000e+03,2.449000000000000000e+03
1.447000000000000000e+03,1.307000000000000000e+03,2.420000000000000000e+03
1.388000000000000000e+03,1.349000000000000000e+03,2.432000000000000000e+03
1.298000000000000000e+03,1.494000000000000000e+03,2.347000000000000000e+03
1.233000000000000000e+03,1.631000000000000000e+03,2.398000000000000000e+03
1.120000000000000000e+03,1.766000000000000000e+03,2.282000000000000000e+03
1.062000000000000000e+03,1.772000000000000000e+03,2.329000000000000000e+03
9.830000000000000000e+02,1.902000000000000000e+03,2.180000000000000000e+03
1.018000000000000000e+03,1.959000000000000000e+03,2.273000000000000000e+03
9.490000000000000000e+02,2.071000000000000000e+03,2.037000000000000000e+03
8.590000000000000000e+02,2.303000000000000000e+03,2.057000000000000000e+03
7.860000000000000000e+02,2.234000000000000000e+03,1.983000000000000000e+03
7.970000000000000000e+02,2.331000000000000000e+03,1.951000000000000000e+03
7.390000000000000000e+02,2.447000000000000000e+03,1.862000000000000000e+03
7.140000000000000000e+02,2.537000000000000000e+03,1.918000000000000000e+03
7.320000000000000000e+02,2.621000000000000000e+03,1.772000000000000000e+03
6.920000000000000000e+02,2.673000000000000000e+03,1.774000000000000000e+03
6.590000000000000000e+02,2.732000000000000000e+03,1.656000000000000000e+03
6.760000000000000000e+02,2.734000000000000000e+03,1.513000000000000000e+03
6.630000000000000000e+02,2.706000000000000000e+03,1.448000000000000000e+03
6.220000000000000000e+02,2.861000000000000000e+03,1.268000000000000000e+03
6.220000000000000000e+02,2.770000000000000000e+03,1.319000000000000000e+03
6.490000000000000000e+02,2.778000000000000000e+03,1.268000000000000000e+03
5.390000000000000000e+02,2.737000000000000000e+03,1.182000000000000000e+03
5.500000000000000000e+02,2.619000000000000000e+03,1.157000000000000000e+03
5.240000000000000000e+02,2.765000000000000000e+03,1.036000000000000000e+03
4.860000000000000000e+02,2.812000000000000000e+03,9.920000000000000000e+02
5.020000000000000000e+02,2.776000000000000000e+03,8.530000000000000000e+02
4.930000000000000000e+02,2.667000000000000000e+03,7.810000000000000000e+02
5.420000000000000000e+02,2.718000000000000000e+03,8.150000000000000000e+02
5.010000000000000000e+02,2.710000000000000000e+03,6.880000000000000000e+02
4.700000000000000000e+02,2.632000000000000000e+03,6.300000000000000000e+02
4.480000000000000000e+02,2.544000000000000000e+03,6.530000000000000000e+02
4.750000000000000000e+02,2.596000000000000000e+03,6.150000000000000000e+02
5.130000000000000000e+02,2.451000000000000000e+03,5.540000000000000000e+02
4.730000000000000000e+02,2.496000000000000000e+03,5.210000000000000000e+02
4.510000000000000000e+02,2.456000000000000000e+03,4.380000000000000000e+02
4.850000000000000000e+02,2.428000000000000000e+03,4.100000000000000000e+02
